Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 20171207_03_S67302_pfih-v5_w_sds_2_e1	Peptides 20171207_04_S67303_pfih-v5_w_sds_3_e1	Peptides 20171207_05_S67290_pegfp_wo_sds_2_e1	Peptides 20171207_07_S67293_pegfp_w_sds_1_e1	Peptides 20171207_08_S67292_pegfp_wo_sds_4_e1	Peptides 20171207_09_S67298_pfih-v5_wo_sds_2_e1	Peptides 20171207_11_S67296_pegfp_w_sds_4_e1	Peptides 20171207_12_S67304_pfih-v5_w_sds_4_e1	Peptides 20171207_13_S67291_pegfp_wo_sds_3_e1	Peptides 20171207_15_S67295_pegfp_w_sds_3_e1_rep	Peptides 20171207_16_S67289_pegfp_wo_sds_1_e1_rep	Peptides 20171207_17_S67300_pfih-v5_wo_sds_4_e1	Peptides 20171207_19_S67301_pfih-v5_wo_sds_1_e1_rep	Peptides 20171207_20_S67297_pfih-v5_w_sds_1_e1_rep	Peptides 20171207_21_S67299_pfih-v5_wo_sds_3_e1	Peptides 20171207_23_S67294_pegfp_w_sds_2_e1	Razor + unique peptides 20171207_03_S67302_pfih-v5_w_sds_2_e1	Razor + unique peptides 20171207_04_S67303_pfih-v5_w_sds_3_e1	Razor + unique peptides 20171207_05_S67290_pegfp_wo_sds_2_e1	Razor + unique peptides 20171207_07_S67293_pegfp_w_sds_1_e1	Razor + unique peptides 20171207_08_S67292_pegfp_wo_sds_4_e1	Razor + unique peptides 20171207_09_S67298_pfih-v5_wo_sds_2_e1	Razor + unique peptides 20171207_11_S67296_pegfp_w_sds_4_e1	Razor + unique peptides 20171207_12_S67304_pfih-v5_w_sds_4_e1	Razor + unique peptides 20171207_13_S67291_pegfp_wo_sds_3_e1	Razor + unique peptides 20171207_15_S67295_pegfp_w_sds_3_e1_rep	Razor + unique peptides 20171207_16_S67289_pegfp_wo_sds_1_e1_rep	Razor + unique peptides 20171207_17_S67300_pfih-v5_wo_sds_4_e1	Razor + unique peptides 20171207_19_S67301_pfih-v5_wo_sds_1_e1_rep	Razor + unique peptides 20171207_20_S67297_pfih-v5_w_sds_1_e1_rep	Razor + unique peptides 20171207_21_S67299_pfih-v5_wo_sds_3_e1	Razor + unique peptides 20171207_23_S67294_pegfp_w_sds_2_e1	Unique peptides 20171207_03_S67302_pfih-v5_w_sds_2_e1	Unique peptides 20171207_04_S67303_pfih-v5_w_sds_3_e1	Unique peptides 20171207_05_S67290_pegfp_wo_sds_2_e1	Unique peptides 20171207_07_S67293_pegfp_w_sds_1_e1	Unique peptides 20171207_08_S67292_pegfp_wo_sds_4_e1	Unique peptides 20171207_09_S67298_pfih-v5_wo_sds_2_e1	Unique peptides 20171207_11_S67296_pegfp_w_sds_4_e1	Unique peptides 20171207_12_S67304_pfih-v5_w_sds_4_e1	Unique peptides 20171207_13_S67291_pegfp_wo_sds_3_e1	Unique peptides 20171207_15_S67295_pegfp_w_sds_3_e1_rep	Unique peptides 20171207_16_S67289_pegfp_wo_sds_1_e1_rep	Unique peptides 20171207_17_S67300_pfih-v5_wo_sds_4_e1	Unique peptides 20171207_19_S67301_pfih-v5_wo_sds_1_e1_rep	Unique peptides 20171207_20_S67297_pfih-v5_w_sds_1_e1_rep	Unique peptides 20171207_21_S67299_pfih-v5_wo_sds_3_e1	Unique peptides 20171207_23_S67294_pegfp_w_sds_2_e1	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 11	Fraction 21	Fraction 31	Experiment 20171207_03_S67302_pfih-v5_w_sds_2_e1	Experiment 20171207_04_S67303_pfih-v5_w_sds_3_e1	Experiment 20171207_05_S67290_pegfp_wo_sds_2_e1	Experiment 20171207_07_S67293_pegfp_w_sds_1_e1	Experiment 20171207_08_S67292_pegfp_wo_sds_4_e1	Experiment 20171207_09_S67298_pfih-v5_wo_sds_2_e1	Experiment 20171207_11_S67296_pegfp_w_sds_4_e1	Experiment 20171207_12_S67304_pfih-v5_w_sds_4_e1	Experiment 20171207_13_S67291_pegfp_wo_sds_3_e1	Experiment 20171207_15_S67295_pegfp_w_sds_3_e1_rep	Experiment 20171207_16_S67289_pegfp_wo_sds_1_e1_rep	Experiment 20171207_17_S67300_pfih-v5_wo_sds_4_e1	Experiment 20171207_19_S67301_pfih-v5_wo_sds_1_e1_rep	Experiment 20171207_20_S67297_pfih-v5_w_sds_1_e1_rep	Experiment 20171207_21_S67299_pfih-v5_wo_sds_3_e1	Experiment 20171207_23_S67294_pegfp_w_sds_2_e1	PEP	Sequence coverage 20171207_03_S67302_pfih-v5_w_sds_2_e1 [%]	Sequence coverage 20171207_04_S67303_pfih-v5_w_sds_3_e1 [%]	Sequence coverage 20171207_05_S67290_pegfp_wo_sds_2_e1 [%]	Sequence coverage 20171207_07_S67293_pegfp_w_sds_1_e1 [%]	Sequence coverage 20171207_08_S67292_pegfp_wo_sds_4_e1 [%]	Sequence coverage 20171207_09_S67298_pfih-v5_wo_sds_2_e1 [%]	Sequence coverage 20171207_11_S67296_pegfp_w_sds_4_e1 [%]	Sequence coverage 20171207_12_S67304_pfih-v5_w_sds_4_e1 [%]	Sequence coverage 20171207_13_S67291_pegfp_wo_sds_3_e1 [%]	Sequence coverage 20171207_15_S67295_pegfp_w_sds_3_e1_rep [%]	Sequence coverage 20171207_16_S67289_pegfp_wo_sds_1_e1_rep [%]	Sequence coverage 20171207_17_S67300_pfih-v5_wo_sds_4_e1 [%]	Sequence coverage 20171207_19_S67301_pfih-v5_wo_sds_1_e1_rep [%]	Sequence coverage 20171207_20_S67297_pfih-v5_w_sds_1_e1_rep [%]	Sequence coverage 20171207_21_S67299_pfih-v5_wo_sds_3_e1 [%]	Sequence coverage 20171207_23_S67294_pegfp_w_sds_2_e1 [%]	Intensity	Intensity 20171207_03_S67302_pfih-v5_w_sds_2_e1	Intensity 20171207_04_S67303_pfih-v5_w_sds_3_e1	Intensity 20171207_05_S67290_pegfp_wo_sds_2_e1	Intensity 20171207_07_S67293_pegfp_w_sds_1_e1	Intensity 20171207_08_S67292_pegfp_wo_sds_4_e1	Intensity 20171207_09_S67298_pfih-v5_wo_sds_2_e1	Intensity 20171207_11_S67296_pegfp_w_sds_4_e1	Intensity 20171207_12_S67304_pfih-v5_w_sds_4_e1	Intensity 20171207_13_S67291_pegfp_wo_sds_3_e1	Intensity 20171207_15_S67295_pegfp_w_sds_3_e1_rep	Intensity 20171207_16_S67289_pegfp_wo_sds_1_e1_rep	Intensity 20171207_17_S67300_pfih-v5_wo_sds_4_e1	Intensity 20171207_19_S67301_pfih-v5_wo_sds_1_e1_rep	Intensity 20171207_20_S67297_pfih-v5_w_sds_1_e1_rep	Intensity 20171207_21_S67299_pfih-v5_wo_sds_3_e1	Intensity 20171207_23_S67294_pegfp_w_sds_2_e1	LFQ intensity 20171207_03_S67302_pfih-v5_w_sds_2_e1	LFQ intensity 20171207_04_S67303_pfih-v5_w_sds_3_e1	LFQ intensity 20171207_05_S67290_pegfp_wo_sds_2_e1	LFQ intensity 20171207_07_S67293_pegfp_w_sds_1_e1	LFQ intensity 20171207_08_S67292_pegfp_wo_sds_4_e1	LFQ intensity 20171207_09_S67298_pfih-v5_wo_sds_2_e1	LFQ intensity 20171207_11_S67296_pegfp_w_sds_4_e1	LFQ intensity 20171207_12_S67304_pfih-v5_w_sds_4_e1	LFQ intensity 20171207_13_S67291_pegfp_wo_sds_3_e1	LFQ intensity 20171207_15_S67295_pegfp_w_sds_3_e1_rep	LFQ intensity 20171207_16_S67289_pegfp_wo_sds_1_e1_rep	LFQ intensity 20171207_17_S67300_pfih-v5_wo_sds_4_e1	LFQ intensity 20171207_19_S67301_pfih-v5_wo_sds_1_e1_rep	LFQ intensity 20171207_20_S67297_pfih-v5_w_sds_1_e1_rep	LFQ intensity 20171207_21_S67299_pfih-v5_wo_sds_3_e1	LFQ intensity 20171207_23_S67294_pegfp_w_sds_2_e1	MS/MS Count 20171207_03_S67302_pfih-v5_w_sds_2_e1	MS/MS Count 20171207_04_S67303_pfih-v5_w_sds_3_e1	MS/MS Count 20171207_05_S67290_pegfp_wo_sds_2_e1	MS/MS Count 20171207_07_S67293_pegfp_w_sds_1_e1	MS/MS Count 20171207_08_S67292_pegfp_wo_sds_4_e1	MS/MS Count 20171207_09_S67298_pfih-v5_wo_sds_2_e1	MS/MS Count 20171207_11_S67296_pegfp_w_sds_4_e1	MS/MS Count 20171207_12_S67304_pfih-v5_w_sds_4_e1	MS/MS Count 20171207_13_S67291_pegfp_wo_sds_3_e1	MS/MS Count 20171207_15_S67295_pegfp_w_sds_3_e1_rep	MS/MS Count 20171207_16_S67289_pegfp_wo_sds_1_e1_rep	MS/MS Count 20171207_17_S67300_pfih-v5_wo_sds_4_e1	MS/MS Count 20171207_19_S67301_pfih-v5_wo_sds_1_e1_rep	MS/MS Count 20171207_20_S67297_pfih-v5_w_sds_1_e1_rep	MS/MS Count 20171207_21_S67299_pfih-v5_wo_sds_3_e1	MS/MS Count 20171207_23_S67294_pegfp_w_sds_2_e1	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
>sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens GN=AKR7A2 PE=1 SV=3	>sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens GN=AKR7A2 PE=1 SV=3	1	1	1	>sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens GN=AKR7A2 PE=1 SV=3	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3.3	3.3	3.3	39.589	359	359	21			1					1													0.053953	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	6149900	0	0	0	6149900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6189500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0				109	1798	True	1812	16060	13225	13225		
>sp|O43491|E41L2_HUMAN Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1	>sp|O43491|E41L2_HUMAN Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1	4	4	4	>sp|O43491|E41L2_HUMAN Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1	1	4	4	4	4	2	0	0	0	0	0	1	0	1	0	0	0	3	0	1	4	2	0	0	0	0	0	1	0	1	0	0	0	3	0	1	4	2	0	0	0	0	0	1	0	1	0	0	0	3	0	1	5	5	5	112.59	1005	1005	5.62	10		3		4	2						1		1				3		2	2.4555E-48	5	2	0	0	0	0	0	2	0	2	0	0	0	4	0	2	149230000	18644000	8552100	0	0	0	0	0	30455000	0	22179000	0	0	0	47037000	0	22364000	18219000	17837000	0	0	0	0	0	0	0	0	0	0	0	23511000	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1				110	672;2109;2268;4627	True;True;True;True	677;2124;2284;4658	5408;5409;5410;18504;19763;19764;19765;40811;40812;40813;40814;40815;40816	4316;15144;16098;33011;33012;33013;33014	4316;15144;16098;33013		
>sp|O43516|WIPF1_HUMAN WAS/WASL-interacting protein family member 1 OS=Homo sapiens GN=WIPF1 PE=1 SV=3	>sp|O43516|WIPF1_HUMAN WAS/WASL-interacting protein family member 1 OS=Homo sapiens GN=WIPF1 PE=1 SV=3	2	2	2	>sp|O43516|WIPF1_HUMAN WAS/WASL-interacting protein family member 1 OS=Homo sapiens GN=WIPF1 PE=1 SV=3	1	2	2	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	11.5	11.5	11.5	51.258	503	503	28.5			1	3			2	1							1						0.003972	0	0	11.5	9.3	0	0	0	0	0	0	9.3	0	0	0	0	0	54940000	0	0	16612000	20087000	0	0	0	0	0	0	18241000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17870000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0				111	551;2799	True;True	555;2816	4495;24194;24195;24196	3580;19645	3580;19645		
>sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=1 SV=2	>sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=1 SV=2	1	1	1	>sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=1 SV=2	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	9.1	9.1	9.1	22.092	198	198	9.57	4		3		1	1		1				1		1				1		1	3.4349E-06	9.1	9.1	0	9.1	0	0	0	9.1	0	9.1	0	0	0	9.1	0	9.1	16472000	3189200	2619300	0	2153000	0	0	0	1755600	0	1190600	0	0	0	4472900	0	1091200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1345400	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0				112	7768	True	7848	70125;70126;70127;70128;70129;70130;70131	58563;58564;58565;58566	58564		
>sp|O43598|DNPH1_HUMAN 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens GN=DNPH1 PE=1 SV=1	>sp|O43598|DNPH1_HUMAN 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens GN=DNPH1 PE=1 SV=1	2	2	2	>sp|O43598|DNPH1_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Homo sapiens GN=DNPH1 PE=1 SV=1	1	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	14.4	14.4	14.4	19.108	174	174	7.67	2		1			1												1		1	5.9812E-07	0	4.6	0	0	0	0	0	0	0	0	0	0	0	4.6	0	9.8	6655700	0	3543800	0	0	0	0	0	0	0	0	0	0	0	3111800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2210500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0				113	16;2460	True;True	16;2477	87;88;21489	61;17449	61;17449		
>sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2	>sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2	4	4	4	>sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2	1	4	4	4	3	4	0	2	0	0	1	4	0	1	0	0	0	4	0	1	3	4	0	2	0	0	1	4	0	1	0	0	0	4	0	1	3	4	0	2	0	0	1	4	0	1	0	0	0	4	0	1	11.5	11.5	11.5	51.355	452	452	5.35	18		5		3	5		2			1	5		1				5		1	3.7458E-20	8.8	11.5	0	5.5	0	0	2.9	11.5	0	2.9	0	0	0	11.5	0	2.9	394380000	20185000	69303000	0	24218000	0	0	7703600	98548000	0	31904000	0	0	0	127210000	0	15314000	41211000	59486000	0	47247000	0	0	0	61148000	0	0	0	0	0	59794000	0	0	1	3	0	2	0	0	1	1	0	2	0	0	0	3	0	1				114	4244;4806;8372;10210	True;True;True;True	4273;4839;8459;10321	37650;37651;37652;37653;37654;37655;37656;37657;42405;42406;42407;42408;75619;75620;75621;75622;75623;75624;75625;91925;91926;91927;91928	30441;30442;30443;30444;30445;30446;30447;30448;34256;62975;62976;62977;62978;62979;76049	30442;34256;62978;76049		
>sp|O43660|PLRG1_HUMAN Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1	>sp|O43660|PLRG1_HUMAN Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1	8	8	8	>sp|O43660|PLRG1_HUMAN Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1	1	8	8	8	1	1	6	1	5	5	0	1	7	0	7	6	7	1	7	0	1	1	6	1	5	5	0	1	7	0	7	6	7	1	7	0	1	1	6	1	5	5	0	1	7	0	7	6	7	1	7	0	21.6	21.6	21.6	57.193	514	514	20	5	26	1	30	1	1	6	1	6	6		2	9		9	6	7	1	7		7.229E-46	1.8	1.8	13.2	1.8	11.1	9.9	0	1.8	17.9	0	17.9	13.2	16.9	1.8	16.9	0	361670000	2019200	1509000	39193000	2021300	27388000	43235000	0	3179700	67381000	0	67774000	36957000	16968000	1828400	52212000	0	0	0	41865000	0	55200000	44034000	0	0	63066000	0	58069000	51606000	40163000	0	41785000	0	0	0	4	1	4	5	0	1	6	0	7	5	5	1	6	0				115	814;3741;3800;3853;6386;6632;6985;10371	True;True;True;True;True;True;True;True	821;3766;3826;3879;6435;6681;7045;10483	7036;7037;7038;7039;7040;7041;7042;33154;33155;33855;33856;33857;33858;33859;33860;33861;33862;33863;33864;33865;33866;33867;33868;34425;34426;34427;34428;34429;34430;34431;34432;34433;34434;34435;57308;57309;57310;57311;57312;57313;57314;57315;57316;59397;59398;59399;59400;59401;59402;59403;59404;63145;63146;93598;93599;93600;93601;93602;93603;93604;93605;93606	5696;5697;5698;5699;5700;5701;26880;27400;27401;27402;27403;27404;27405;27406;27407;27408;27409;27410;27862;27863;27864;27865;47664;47665;47666;47667;47668;47669;49262;49263;49264;49265;49266;49267;49268;49269;52862;77534;77535;77536;77537;77538;77539;77540;77541	5699;26880;27400;27863;47669;49265;52862;77539		
>sp|O43663|PRC1_HUMAN Protein regulator of cytokinesis 1 OS=Homo sapiens GN=PRC1 PE=1 SV=2	>sp|O43663|PRC1_HUMAN Protein regulator of cytokinesis 1 OS=Homo sapiens GN=PRC1 PE=1 SV=2	1	1	1	>sp|O43663|PRC1_HUMAN Protein regulator of cytokinesis 1 OS=Homo sapiens GN=PRC1 PE=1 SV=2	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1.1	1.1	1.1	71.606	620	620	21		1		1			1									1					0.020072	0	0	1.1	0	0	0	0	0	0	0	0	1.1	0	0	0	0	80826000	0	0	50143000	0	0	0	0	0	0	0	0	30684000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37320000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0				116	5455	True	5495	48636;48637	39132;39133	39132		
>sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	>sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	2	2	2	>sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	1	2	2	2	2	2	1	0	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	0	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	0	1	1	2	2	1	1	1	1	1	2	1	1	5.4	5.4	5.4	50.75	478	478	13	8	4	4	4	2	2	1		1	1	2	2	1	1	1	1	1	2	1	1	7.923E-16	5.4	5.4	2.7	0	2.7	2.7	5.4	5.4	2.7	2.7	2.7	2.7	2.7	5.4	2.7	2.7	307110000	32587000	37837000	16198000	0	12045000	12178000	19947000	58352000	12883000	15212000	13337000	19122000	3123200	38444000	15840000	0	31961000	33432000	0	0	0	0	0	53718000	0	0	0	0	0	27422000	0	0	1	2	1	0	0	0	1	2	0	1	1	1	0	2	0	0				117	2204;5694	True;True	2219;5736	19305;19306;19307;19308;19309;19310;19311;19312;19313;19314;19315;19316;19317;50736;50737;50738;50739;50740;50741;50742	15756;15757;15758;15759;15760;15761;15762;40881;40882;40883;40884;40885;40886;40887	15756;40887		
>sp|O43681|ASNA_HUMAN ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2	>sp|O43681|ASNA_HUMAN ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2	1	1	1	>sp|O43681|ASNA_HUMAN ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.9	2.9	2.9	38.792	348	348	1	2				1													1			2.4717E-07	2.9	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	10914000	3092900	0	0	0	0	0	0	0	0	0	0	0	0	7821400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5556000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0				118	5929	True	5972	53834;53835	44935	44935		
>sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	>sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	6	6	6	>sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	1	6	6	6	6	6	4	5	5	5	5	6	4	5	5	4	4	6	4	5	6	6	4	5	5	5	5	6	4	5	5	4	4	6	4	5	6	6	4	5	5	5	5	6	4	5	5	4	4	6	4	5	22.9	22.9	22.9	37.154	328	328	13.7	37	27	24	21	8	9	5	6	6	8	6	10	5	6	5	6	6	10	7	6	3.6426E-81	22.9	22.9	16.5	19.8	19.8	19.8	19.8	22.9	16.5	19.8	19.8	16.5	16.5	22.9	16.5	19.8	2859400000	210560000	303430000	150180000	177920000	102780000	151200000	130190000	378050000	98517000	155110000	124140000	117040000	42340000	409240000	164800000	143890000	188790000	212600000	152510000	176590000	149940000	139550000	190140000	244310000	128700000	165420000	143750000	150340000	130510000	218900000	157350000	177900000	7	6	4	4	4	6	5	8	3	4	4	4	3	7	6	5				119	6101;6652;6853;7860;10088;10539	True;True;True;True;True;True	6148;6701;6907;7941;10198;10651	55207;55208;55209;55210;55211;55212;55213;55214;55215;55216;55217;55218;55219;55220;55221;55222;59721;59722;59723;59724;59725;59726;62018;62019;62020;62021;62022;62023;62024;62025;62026;62027;62028;62029;62030;62031;62032;62033;62034;62035;62036;62037;62038;62039;62040;62041;62042;62043;62044;62045;70976;70977;70978;70979;70980;70981;70982;70983;70984;70985;70986;70987;70988;70989;90922;90923;90924;90925;90926;90927;90928;90929;90930;90931;90932;90933;90934;90935;90936;90937;90938;90939;90940;90941;90942;90943;90944;90945;90946;90947;90948;90949;90950;95026;95027;95028;95029;95030;95031;95032;95033;95034;95035;95036;95037;95038;95039;95040;95041	46035;46036;46037;46038;46039;46040;46041;46042;46043;46044;46045;46046;49611;49612;49613;49614;51938;51939;51940;51941;51942;51943;51944;51945;51946;51947;51948;51949;51950;51951;51952;51953;51954;51955;51956;51957;59234;59235;59236;59237;59238;59239;59240;59241;59242;59243;59244;75237;75238;75239;75240;75241;75242;75243;75244;75245;75246;75247;75248;75249;75250;75251;75252;75253;78668;78669;78670;78671;78672;78673;78674;78675;78676;78677;78678;78679;78680;78681;78682;78683	46043;49612;51939;59234;75243;78672		
>sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2;>sp|P35609|ACTN2_HUMAN Alpha-actinin-2 OS=Homo sapiens GN=ACTN2 PE=1 SV=1;>sp|Q08043|ACTN3_HUMAN Alpha-actinin-3 OS=Homo sapiens GN=ACTN3 PE=1 SV=2;>sp|Q9H254|SPTN4_HUMAN Spectrin beta chain, non-erythrocytic 4 OS=Homo sapiens GN=SPTBN4 PE=1 SV=2	>sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	23;3;3;1	23;3;3;1	15;0;0;1	>sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2	4	23	23	15	15	18	0	9	0	0	6	17	0	11	0	0	0	19	0	9	15	18	0	9	0	0	6	17	0	11	0	0	0	19	0	9	11	13	0	6	0	0	3	11	0	6	0	0	0	11	0	4	31.1	31.1	20.5	104.85	911	911;894;901;2564	7.55	74		36		17	18		9			6	19		11				20		10	6.3441E-168	19	23.6	0	12.8	0	0	7.5	23.5	0	15	0	0	0	25.4	0	11.9	1730100000	225220000	294930000	0	143480000	0	0	43581000	285950000	0	159480000	0	0	0	469380000	0	108070000	222310000	228580000	0	174870000	0	0	164990000	204130000	0	174390000	0	0	0	250960000	0	153600000	9	13	0	8	0	0	5	12	0	8	0	0	0	15	0	5				120	328;329;402;459;795;1099;1287;1524;3116;3773;3774;4528;4744;4828;5226;6040;6362;6393;7071;7575;7944;9607;10409	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	331;332;406;463;802;1109;1298;1536;3136;3799;3800;4559;4777;4861;5264;6085;6411;6442;7136;7650;8026;9711;10521	2616;2617;2618;2619;2620;2621;2622;2623;2624;3311;3705;3706;3707;3708;3709;3710;3711;3712;6878;6879;6880;6881;6882;6883;6884;6885;6886;9878;9879;9880;9881;9882;9883;9884;11677;11678;11679;11680;11681;11682;11683;11684;13579;27551;27552;33495;33496;33497;33498;33499;33500;33501;33502;33503;33504;33505;33506;39949;39950;39951;39952;39953;39954;41872;41873;42603;42604;42605;42606;42607;42608;46948;46949;54659;54660;57132;57133;57134;57135;57136;57359;57360;57361;63809;63810;63811;63812;63813;63814;63815;63816;68287;68288;68289;68290;68291;71720;71721;71722;71723;71724;71725;86686;86687;86688;86689;86690;93899;93900;93901	2090;2091;2092;2093;2094;2095;2096;2661;2962;2963;2964;2965;2966;2967;2968;2969;5561;5562;5563;5564;5565;5566;8206;8207;8208;8209;8210;8211;9716;9717;9718;9719;9720;9721;9722;9723;11175;22448;22449;22450;27119;27120;27121;27122;27123;27124;27125;32302;32303;33816;33817;34387;34388;34389;34390;37869;37870;45597;47503;47504;47505;47506;47705;47706;53325;53326;53327;53328;53329;53330;53331;53332;56836;56837;56838;59843;59844;59845;71739;71740;71741;71742;71743;77760;77761;77762	2091;2093;2661;2962;5564;8210;9719;11175;22450;27119;27124;32302;33817;34387;37870;45597;47504;47705;53330;56838;59843;71742;77760		
